student_id,gender,major,program,GPA
116,Male,B.Tech,ECE,7.160902838
117,Male,MS,ECE,7.856544146
118,Female,B.Tech,ECE,6.345736948
119,Male,B.Tech,CSE,6.75700164
120,Male,MS,CSE,8.119309523
121,Male,B.Tech,ECE,7.392913081
122,Male,B.Tech,ECE,7.343789496
123,Female,MS,ECE,7.437122151
124,Male,PhD,ECE,8.169653172
125,Male,B.Tech,ECE,7.913932787
126,Male,B.Tech,CND,7.156320024
127,Female,B.Tech,CSE,8.405807841
128,Male,PhD,ECE,8.279512458
129,Female,B.Tech,CSE,7.986661945
130,Female,B.Tech,CSE,6.581885864
131,Female,B.Tech,CSE,7.229010998
132,Male,B.Tech,CHD,7.997778225
133,Female,MS,CSE,8.805249529
134,Female,B.Tech,ECE,5.546916366
135,Male,B.Tech,CSE,5.211002745
136,Female,B.Tech,CSE,6.879271496
137,Female,MS,CHD,7.851117773
138,Female,B.Tech,CND,6.012924047
139,Male,B.Tech,CND,7.168069007
140,Male,MS,CHD,7.4051925
141,Male,B.Tech,CND,6.882594967
142,Male,B.Tech,CND,7.637388824
143,Male,MS,CND,7.378806106
144,Other,MS,CSE,8.657650963
145,Male,MS,ECE,9.687231949
146,Male,B.Tech,CHD,8.015785947
147,Male,B.Tech,CSE,6.274546248
148,Female,B.Tech,ECE,6.012816058
149,Female,MS,CSE,8.62329915
150,Female,B.Tech,ECE,6.800969263
151,Female,B.Tech,CSE,7.463497706
152,Female,B.Tech,CSE,8.812345828
153,Female,B.Tech,CSE,5.000184249
154,Male,B.Tech,CSE,6.720744445
155,Male,B.Tech,ECE,5.344576898
156,Male,B.Tech,ECE,8.551307983
157,Male,B.Tech,ECE,8.266918373
158,Female,B.Tech,ECE,7.577267195
159,Male,B.Tech,CSE,6.612367609
160,Male,B.Tech,CND,8.292342618
161,Male,MS,CSE,8.686662976
162,Male,B.Tech,ECE,5.247790951
163,Female,B.Tech,CSE,6.113927648
164,Male,B.Tech,ECE,7.385062684
165,Male,B.Tech,CHD,6.159291909
166,Male,MS,CHD,7.540093675
167,Female,B.Tech,CSE,6.749026617
168,Male,MS,CSE,8.112522485
169,Female,B.Tech,ECE,8.721222329
170,Male,MS,ECE,7.95161084
171,Male,MS,CHD,8.44199756
172,Female,B.Tech,ECE,8.719135492
173,Male,B.Tech,CSE,8.355728842
174,Female,B.Tech,CSE,6.966339189
175,Male,B.Tech,ECE,6.897478322
176,Female,B.Tech,ECE,7.878036921
177,Female,MS,ECE,8.182960998
178,Female,B.Tech,CSE,7.614095876
179,Male,B.Tech,CSE,6.430120563
180,Male,B.Tech,ECE,5.686647203
181,Male,MS,CSE,7.466009829
182,Male,B.Tech,CSE,7.658009111
183,Male,B.Tech,CSE,6.110998216
184,Male,B.Tech,ECE,7.583415932
185,Female,B.Tech,ECE,6.753380142
186,Male,MS,ECE,9.213400925
187,Female,PhD,CSE,9.695919041
188,Female,B.Tech,ECE,7.287005914
189,Female,B.Tech,CSE,7.20789152
190,Male,B.Tech,ECE,7.161708822
191,Male,B.Tech,ECE,7.043663576
192,Male,MS,ECE,8.076978306
193,Male,B.Tech,CND,5.935443922
194,Male,B.Tech,CSE,7.628501459
195,Male,B.Tech,ECE,6.497533228
196,Male,B.Tech,ECE,5.858979644
197,Female,B.Tech,CSE,7.630060043
198,Female,PhD,CND,7.88634391
199,Male,B.Tech,ECE,9.275313284
200,Male,B.Tech,CSE,6.742964601
201,Male,MS,ECE,7.635949698
202,Male,B.Tech,ECE,6.216304184
203,Male,B.Tech,CSE,4.76534618
204,Female,B.Tech,CND,7.734393562
205,Male,B.Tech,CSE,6.496607844
206,Female,PhD,ECE,7.7936134
207,Female,B.Tech,ECE,7.647508813
208,Female,MS,ECE,8.170004707
209,Female,B.Tech,ECE,5.590326024
210,Male,PhD,CHD,8.64137999
211,Male,B.Tech,CSE,5.39169529
212,Female,MS,CSE,6.581906871
213,Female,B.Tech,CSE,6.688558366
214,Female,B.Tech,CHD,7.029295892
215,Female,MS,ECE,7.403434649
216,Male,B.Tech,CSE,5.995353268
217,Male,B.Tech,CHD,5.335518886
218,Female,MS,CHD,7.797620144
219,Male,B.Tech,ECE,8.478355891
220,Male,B.Tech,CSE,6.715100661
221,Male,MS,CSE,7.74248001
222,Female,B.Tech,CSE,7.387854553
223,Male,MS,ECE,8.296215409
224,Female,B.Tech,CSE,6.178890533
225,Female,MS,ECE,7.793719887
226,Female,B.Tech,CSE,5.596646668
227,Male,PhD,CND,8.169203887
228,Male,B.Tech,CSE,7.603932736
229,Male,B.Tech,CSE,5.534467263
230,Male,B.Tech,CSE,5.852375065
231,Female,MS,CHD,8.309612175
232,Male,B.Tech,CSE,6.641940453
233,Male,MS,CHD,7.919253898
234,Male,B.Tech,ECE,8.088406296
235,Male,PhD,CHD,7.845328068
236,Male,B.Tech,CSE,7.640367652
237,Female,B.Tech,ECE,4.352639281
238,Male,B.Tech,ECE,8.004225199
239,Female,MS,ECE,7.685690307
240,Male,B.Tech,ECE,7.194772058
241,Male,B.Tech,CHD,5.218329776
242,Male,PhD,CND,7.756445388
243,Male,B.Tech,CSE,6.938574127
244,Female,B.Tech,ECE,8.02097938
245,Female,B.Tech,CND,5.353971526
246,Other,MS,CSE,8.728215624
247,Female,MS,CHD,7.154878894
248,Female,B.Tech,ECE,7.687175759
249,Female,B.Tech,ECE,7.16085215
250,Male,MS,ECE,8.679003956
251,Female,B.Tech,CND,6.584589811
252,Male,B.Tech,CND,5.772386598
253,Male,B.Tech,CSE,5.413310519
254,Other,B.Tech,CND,9.496636619
255,Male,PhD,CHD,8.391352467
256,Female,B.Tech,CSE,9.40240299
257,Male,MS,CSE,8.567204396
258,Male,B.Tech,CSE,6.9472586
259,Male,B.Tech,ECE,8.03592463
260,Female,B.Tech,CND,7.592709097
261,Female,B.Tech,ECE,7.49174544
262,Female,B.Tech,CHD,5.815771742
263,Male,B.Tech,ECE,7.601923299
264,Male,PhD,CHD,7.525756578
265,Male,MS,CND,7.67661398
266,Female,PhD,ECE,9.06165875
267,Female,B.Tech,ECE,4.710575726
268,Male,B.Tech,CSE,7.556531124
269,Female,MS,CSE,7.688070405
270,Male,MS,CSE,8.498635662
271,Male,B.Tech,ECE,5.470987166
272,Female,B.Tech,CSE,5.48848149
273,Female,B.Tech,CSE,7.070279863
274,Male,B.Tech,CSE,8.083763063
275,Female,B.Tech,ECE,7.098574086
276,Male,B.Tech,ECE,6.571737489
277,Female,B.Tech,CSE,8.518361303
278,Female,MS,CSE,8.353641638
279,Male,B.Tech,ECE,8.059112474
280,Male,MS,CSE,6.973723893
281,Other,B.Tech,CSE,5.382069526
282,Female,MS,CSE,7.508836182
283,Male,MS,CND,7.549024445
284,Male,PhD,CSE,7.663335645
285,Male,PhD,CND,8.211104542
286,Male,B.Tech,ECE,8.483705427
287,Female,B.Tech,ECE,6.234623423
288,Male,B.Tech,CHD,6.2714846
289,Male,B.Tech,CSE,6.336740122
290,Male,B.Tech,ECE,5.257267665
291,Male,PhD,CHD,8.443755695
292,Male,PhD,ECE,8.738106833
293,Male,B.Tech,CSE,7.101327292
294,Male,B.Tech,CHD,6.260078946
295,Male,B.Tech,CND,8.427235634
296,Female,MS,ECE,7.357034523
297,Male,PhD,CHD,8.845485062
298,Male,B.Tech,CND,8.45059403
299,Female,B.Tech,CSE,7.094245721
300,Female,MS,ECE,7.554750121
301,Female,B.Tech,ECE,6.985178377
302,Female,B.Tech,CND,5.482934206
303,Female,PhD,CSE,8.476927699
304,Female,B.Tech,CND,8.199244312
305,Male,PhD,CHD,8.894595528
306,Female,B.Tech,ECE,8.054574184
307,Male,B.Tech,CSE,5.956263923
308,Male,MS,CSE,6.785450934
309,Male,B.Tech,ECE,6.997414681
310,Female,B.Tech,CSE,7.829304179
311,Male,PhD,CSE,8.797662343
312,Female,MS,CND,8.624672917
313,Male,B.Tech,CSE,5.564547035
314,Male,MS,ECE,8.955624137
315,Male,MS,CSE,8.656852405
316,Male,B.Tech,CSE,7.714338129
317,Female,MS,ECE,7.258070912
318,Male,B.Tech,CSE,6.571580031
319,Other,B.Tech,CSE,8.377890178
320,Male,B.Tech,CHD,6.607029476
321,Male,B.Tech,CSE,6.460312833
322,Male,B.Tech,ECE,6.278389929
323,Male,MS,ECE,7.531750013
324,Female,B.Tech,CSE,7.089641102
325,Male,B.Tech,ECE,7.563892007
326,Female,B.Tech,CND,7.613936096
327,Male,B.Tech,CSE,5.357856291
328,Male,B.Tech,ECE,6.291548578
329,Male,B.Tech,CSE,7.256187259
330,Male,B.Tech,CSE,7.812168177
331,Female,B.Tech,ECE,6.686462026
332,Male,B.Tech,CSE,7.66589919
333,Female,B.Tech,CSE,8.283227675
334,Male,B.Tech,CSE,5.775918443
335,Male,B.Tech,CSE,6.136264261
336,Male,B.Tech,ECE,6.137327743
337,Male,B.Tech,CSE,7.150333708
338,Male,B.Tech,ECE,6.733886735
339,Male,B.Tech,CSE,9.275729627
340,Male,B.Tech,CND,7.101525875
341,Male,B.Tech,ECE,7.071886957
342,Male,MS,ECE,8.762450094
343,Female,B.Tech,CHD,7.059815167
344,Female,B.Tech,ECE,5.976792125
345,Male,B.Tech,CSE,6.542888115
346,Male,B.Tech,CSE,7.850494134
347,Female,B.Tech,ECE,8.767429196
348,Male,MS,CSE,7.040608038
349,Male,B.Tech,ECE,6.646340226
350,Male,MS,ECE,8.552917116
351,Female,B.Tech,CHD,6.355489068
352,Male,B.Tech,ECE,7.1195819
353,Female,B.Tech,CND,7.483471675
354,Male,PhD,CSE,8.353977649
355,Male,B.Tech,CHD,7.913946663
356,Female,B.Tech,CSE,6.78786231
357,Male,B.Tech,CSE,6.995065714
358,Male,B.Tech,ECE,7.199978175
359,Female,B.Tech,ECE,7.855627233
360,Male,B.Tech,CND,7.009477779
361,Male,B.Tech,CSE,7.936469245
362,Female,MS,CSE,7.750860726
363,Male,B.Tech,ECE,7.701732586
364,Female,MS,CSE,9.2146379
365,Female,PhD,ECE,8.048138892
366,Male,MS,CND,7.997603174
367,Female,B.Tech,CHD,5.914555337
368,Other,B.Tech,CHD,7.611728057
369,Male,B.Tech,CSE,7.614947741
370,Male,B.Tech,ECE,6.406616041
371,Female,PhD,CND,8.469129527
372,Female,PhD,CSE,8.164045794
373,Male,B.Tech,ECE,7.100248293
374,Male,B.Tech,CSE,5.547397152
375,Female,PhD,CND,8.20286878
376,Male,PhD,CHD,8.595930872
377,Female,B.Tech,ECE,7.690354373
378,Male,B.Tech,CND,6.942639959
379,Female,MS,CND,8.310265233
380,Male,B.Tech,CND,8.483744084
381,Female,B.Tech,ECE,8.218321153
382,Male,B.Tech,CSE,8.097196839
383,Female,B.Tech,CSE,6.946838612
384,Female,B.Tech,CSE,7.669570197
385,Male,PhD,CND,8.018384
386,Female,B.Tech,CSE,7.153776826
387,Male,B.Tech,CSE,5.769814708
388,Other,B.Tech,ECE,7.375758803
389,Male,MS,CND,7.557700415
390,Male,B.Tech,CSE,6.665492292
391,Male,B.Tech,CND,8.49005214
392,Female,MS,CHD,8.250102693
393,Female,B.Tech,CHD,6.954734264
394,Male,B.Tech,ECE,6.044000872
395,Female,B.Tech,ECE,6.291247902
396,Male,B.Tech,CSE,7.138269106
397,Male,B.Tech,CSE,6.504556612
398,Female,B.Tech,CSE,6.341424446
399,Male,B.Tech,CSE,6.719905877
400,Male,PhD,CSE,8.000112277
401,Male,B.Tech,CSE,7.185452587
402,Male,B.Tech,CSE,6.624875056
403,Female,MS,ECE,9.353392049
404,Female,B.Tech,CND,5.474840606
405,Male,B.Tech,CSE,7.400854909
406,Male,PhD,ECE,7.529309579
407,Male,B.Tech,ECE,6.714614247
408,Male,MS,CSE,8.753968515
409,Male,B.Tech,CSE,6.441474033
410,Female,B.Tech,CND,5.602832775
411,Male,B.Tech,CSE,8.00754884
412,Female,B.Tech,CSE,7.725801423
413,Male,B.Tech,ECE,5.405095299
414,Female,B.Tech,CSE,5.537859145
415,Male,B.Tech,ECE,7.106454747
416,Female,MS,CSE,8.401729981
417,Male,B.Tech,ECE,7.690644705
418,Male,B.Tech,CHD,4.780805543
419,Male,B.Tech,CSE,6.773159113
420,Male,B.Tech,CSE,6.411865011
421,Male,MS,CSE,7.197951073
422,Female,B.Tech,CSE,7.744284349
423,Female,B.Tech,ECE,8.352920363
424,Male,B.Tech,CND,6.35164967
425,Female,B.Tech,CSE,7.78378903
426,Male,B.Tech,CSE,8.665548759
427,Male,B.Tech,CSE,6.911176585
428,Female,MS,CSE,8.198250076
429,Male,PhD,ECE,7.970111634
430,Male,MS,CSE,7.38579682
431,Male,MS,CSE,6.95929811
432,Male,MS,ECE,8.178713856
433,Male,B.Tech,ECE,5.967333075
434,Female,B.Tech,ECE,6.616258335
435,Male,B.Tech,ECE,7.305597857
436,Male,MS,CND,9.674902751
437,Male,B.Tech,ECE,5.016808042
438,Male,B.Tech,CND,6.412483301
439,Male,PhD,CSE,8.143884467
440,Male,B.Tech,ECE,8.152170582
441,Male,B.Tech,CSE,9.029815626
442,Female,B.Tech,CND,6.078074499
443,Male,B.Tech,ECE,7.363226307
444,Other,PhD,ECE,8.170409165
445,Male,B.Tech,CHD,7.949590181
446,Male,MS,CSE,8.150361704
447,Male,B.Tech,ECE,5.0481989
448,Female,B.Tech,CSE,6.450167493
449,Female,B.Tech,CHD,8.632404197
450,Female,B.Tech,CHD,7.408243957
451,Male,B.Tech,CSE,6.728845953
452,Male,B.Tech,CND,7.897039454
453,Male,PhD,CSE,7.852510368
454,Male,PhD,CND,8.300006552
455,Female,B.Tech,CHD,9.245051926
456,Male,B.Tech,ECE,5.723657732
457,Male,B.Tech,CSE,7.890240829
458,Female,B.Tech,ECE,7.41839117
459,Male,MS,ECE,8.085606187
460,Male,PhD,CHD,7.517817244
461,Male,MS,CND,7.54679176
462,Male,B.Tech,CHD,6.327289166
463,Female,MS,ECE,9.203601572
464,Male,B.Tech,CSE,5.957709406
465,Male,B.Tech,CSE,5.441979947
466,Female,B.Tech,ECE,8.32095509
467,Female,B.Tech,ECE,6.771663596
468,Male,B.Tech,CND,7.371258862
469,Female,B.Tech,CSE,6.992538836
470,Male,MS,ECE,7.870662466
471,Male,MS,CND,7.576405816
472,Female,B.Tech,ECE,6.698656636
473,Female,B.Tech,ECE,4.559339158
474,Male,B.Tech,ECE,7.561215664
475,Other,B.Tech,ECE,6.967653079
476,Female,MS,ECE,9.237790367
477,Male,B.Tech,ECE,8.711099201
478,Male,B.Tech,CHD,5.834150588
479,Female,MS,CND,8.616642356
480,Male,B.Tech,ECE,5.830221506
481,Female,MS,CSE,8.099194247
482,Male,B.Tech,ECE,6.81121289
483,Female,B.Tech,ECE,8.08095132
484,Male,B.Tech,CSE,7.742101125
485,Female,MS,ECE,8.062919977
486,Male,MS,CSE,8.393609765
487,Female,B.Tech,CSE,8.11145463
488,Female,B.Tech,CHD,6.562125631
489,Male,B.Tech,CSE,6.405803853
490,Male,PhD,ECE,7.580037709
491,Male,B.Tech,CSE,6.608138912
492,Male,B.Tech,CHD,6.361876936
493,Male,B.Tech,ECE,5.428067485
494,Male,PhD,CHD,8.27925456
495,Female,B.Tech,ECE,9.025905366
496,Male,B.Tech,ECE,6.976293934
497,Male,B.Tech,CSE,5.598744231
498,Male,PhD,CND,7.977556968
499,Male,MS,CSE,7.798807159
500,Male,PhD,CSE,9.061789363
501,Male,MS,CSE,8.8559492
502,Male,PhD,ECE,8.528958084
503,Female,B.Tech,ECE,5.488971212
504,Male,B.Tech,CSE,7.199219453
505,Male,PhD,CHD,7.918161067
506,Male,MS,ECE,7.611947575
507,Female,MS,ECE,7.039949247
508,Male,PhD,CSE,7.792006852
509,Male,B.Tech,CSE,7.470527771
510,Female,MS,ECE,6.947698187
511,Male,B.Tech,ECE,7.09536189
512,Male,B.Tech,ECE,7.102911296
513,Male,B.Tech,CSE,6.15861651
514,Male,B.Tech,ECE,7.251038518
515,Female,B.Tech,CND,6.65607271
516,Female,B.Tech,CND,8.014927036
517,Male,B.Tech,ECE,6.611143915
518,Female,B.Tech,CSE,6.324973557
519,Female,B.Tech,CHD,9.352403977
520,Other,B.Tech,CSE,6.840510592
521,Female,PhD,ECE,9.26772781
522,Female,B.Tech,CHD,5.082167869
523,Male,B.Tech,CSE,6.650743244
524,Male,MS,CSE,8.496782422
525,Male,PhD,CND,7.657093047
526,Male,B.Tech,CSE,7.045875804
527,Female,B.Tech,ECE,6.355616645
528,Male,MS,CHD,6.330390838
529,Male,B.Tech,ECE,8.523593081
530,Female,B.Tech,ECE,4.935244017
531,Male,B.Tech,CSE,7.356943561
532,Male,B.Tech,ECE,7.112179213
533,Female,B.Tech,CND,6.282513091
534,Male,MS,CSE,9.037549299
535,Male,B.Tech,ECE,6.342962887
536,Female,MS,ECE,8.439964781
537,Male,B.Tech,CHD,7.844381287
538,Male,B.Tech,ECE,5.475451478
539,Male,B.Tech,CSE,9.616846242
540,Male,B.Tech,ECE,6.744121877
541,Male,B.Tech,ECE,7.394067903
542,Female,B.Tech,ECE,5.682474084
543,Female,B.Tech,CND,6.482139718
544,Male,B.Tech,CSE,5.10653148
545,Female,B.Tech,CSE,7.034011843
546,Female,PhD,CSE,8.405091485
547,Female,B.Tech,CND,7.236816395
548,Female,PhD,CND,8.625744331
549,Male,B.Tech,CND,7.298474116
550,Female,MS,CSE,8.466216373
551,Female,MS,ECE,8.067307582
552,Male,B.Tech,CSE,9.38095126
553,Male,B.Tech,CSE,6.757739487
554,Female,B.Tech,CSE,7.97826832
555,Male,B.Tech,CND,6.678472369
556,Female,B.Tech,ECE,6.468177002
557,Female,PhD,ECE,8.788381396
558,Female,B.Tech,ECE,7.564773607
559,Male,B.Tech,CHD,7.746380791
560,Male,B.Tech,CSE,5.073400901
561,Male,B.Tech,ECE,7.779707525
562,Male,PhD,ECE,8.340246326
563,Female,B.Tech,CSE,7.272317864
564,Male,B.Tech,CSE,7.025988911
565,Female,B.Tech,CSE,7.573752422
566,Male,MS,CND,8.395475974
567,Male,B.Tech,CND,6.154381141
568,Male,PhD,CHD,7.953232972
569,Male,B.Tech,CSE,6.678658426
570,Male,MS,CHD,7.907568887
571,Male,B.Tech,CHD,7.344006666
572,Male,B.Tech,CSE,6.068951401
573,Female,B.Tech,ECE,6.885010074
574,Female,B.Tech,CND,6.123004192
575,Male,B.Tech,CSE,5.044967602
576,Male,MS,ECE,8.0084765
577,Male,B.Tech,ECE,5.56245226
578,Female,PhD,CHD,8.781903953
579,Male,MS,ECE,8.210658261
580,Female,MS,CSE,8.506600189
581,Male,B.Tech,ECE,8.71867286
582,Female,MS,CHD,8.252285386
583,Female,B.Tech,CSE,6.338901156
584,Female,B.Tech,ECE,4.690453825
585,Female,B.Tech,CSE,7.018957177
586,Male,B.Tech,ECE,6.17925632
587,Male,B.Tech,CSE,4.805511466
588,Male,MS,CSE,7.820217724
589,Female,B.Tech,ECE,6.393314956
590,Male,B.Tech,ECE,6.89663667
591,Male,MS,CSE,9.286553716
592,Male,MS,CHD,8.107558012
593,Male,B.Tech,CND,7.700762531
594,Male,B.Tech,ECE,7.579435508
595,Male,PhD,CSE,8.913829076
596,Male,MS,CSE,8.661125493
597,Male,B.Tech,ECE,7.828670718
598,Male,MS,ECE,7.532979137
599,Male,MS,CSE,7.765302427
600,Female,B.Tech,CSE,8.002433256
601,Male,PhD,CND,8.075055127
602,Female,B.Tech,ECE,5.938366671
603,Male,B.Tech,CSE,8.981195288
604,Male,MS,CSE,8.858213164
605,Female,B.Tech,CSE,7.360201969
606,Male,B.Tech,CSE,6.244982347
607,Male,PhD,CHD,6.791168834
608,Male,B.Tech,CHD,7.800649078
609,Male,B.Tech,CHD,6.647660678
610,Male,MS,ECE,7.190982337
611,Female,B.Tech,CHD,6.350541818
612,Male,MS,CHD,7.357624334
613,Male,B.Tech,ECE,8.243897754
614,Female,MS,CSE,7.852574125
615,Female,MS,CSE,7.285627749
616,Female,MS,CND,7.516614805
617,Female,B.Tech,CSE,6.677798366
618,Male,PhD,CHD,8.259865518
619,Female,MS,CND,9.067047266
620,Male,B.Tech,ECE,7.860601078
621,Male,B.Tech,ECE,7.106071327
622,Male,MS,CSE,8.445698069
623,Male,B.Tech,ECE,6.834984566
624,Male,B.Tech,CSE,4.686044316
625,Male,B.Tech,CND,5.695648725
626,Female,B.Tech,CSE,8.503016857
627,Female,B.Tech,CND,8.127288743
628,Male,MS,CSE,7.919416899
629,Male,B.Tech,CSE,5.249270079
630,Male,B.Tech,CSE,6.293828408
631,Male,B.Tech,CND,7.666496506
632,Male,MS,CSE,7.213115194
633,Male,B.Tech,ECE,8.085646164
634,Male,B.Tech,ECE,7.703644134
635,Male,B.Tech,CND,8.897208992
636,Male,B.Tech,CSE,5.677810221
637,Male,B.Tech,CSE,8.574059946
638,Male,B.Tech,ECE,5.725755115
639,Male,PhD,CND,8.027165466
640,Female,B.Tech,CND,7.315944469
641,Female,MS,CND,7.224251775
642,Male,B.Tech,CSE,6.635948284
643,Male,B.Tech,ECE,8.012300375
644,Male,B.Tech,CSE,7.755407377
645,Male,B.Tech,CSE,7.023781673
646,Female,B.Tech,CSE,7.359390892
647,Male,B.Tech,ECE,6.944087334
648,Male,MS,CHD,8.690229577
649,Female,MS,CSE,7.100653032
650,Female,B.Tech,CND,8.718339394
651,Male,B.Tech,CND,6.911904522
652,Male,B.Tech,CHD,6.080497018
653,Male,MS,ECE,7.79381457
654,Female,B.Tech,CSE,7.824564385
655,Male,B.Tech,CSE,6.365247592
656,Male,B.Tech,CSE,6.361528858
657,Female,B.Tech,CSE,7.378183718
658,Male,B.Tech,ECE,7.496534931
659,Male,B.Tech,ECE,6.390535579
660,Male,B.Tech,CHD,7.061899603
661,Female,B.Tech,CSE,7.19606706
662,Female,PhD,CND,8.320774001
663,Male,B.Tech,CND,7.570625529
664,Male,B.Tech,CHD,7.88906088
665,Male,B.Tech,CSE,5.964769632
666,Female,B.Tech,CSE,7.736082027
667,Female,B.Tech,CSE,6.829751742
668,Female,B.Tech,ECE,6.436166649
669,Female,B.Tech,CHD,6.930179116
670,Male,B.Tech,ECE,7.988373188
671,Male,B.Tech,CSE,5.533772773
672,Male,B.Tech,ECE,6.144124972
673,Male,B.Tech,CND,7.489362595
674,Male,MS,CND,8.631614504
675,Male,MS,ECE,8.895473408
676,Male,MS,ECE,8.849619961
677,Male,MS,CHD,7.966925115
678,Male,B.Tech,CSE,7.194781571
679,Male,B.Tech,ECE,7.473183596
680,Male,B.Tech,CHD,6.1442684
681,Male,B.Tech,CSE,7.609611924
682,Male,MS,ECE,9.654080735
683,Male,PhD,CHD,8.247378369
684,Female,B.Tech,CSE,7.222367285
685,Female,MS,CHD,8.485173875
686,Male,PhD,CND,7.961221286
687,Female,B.Tech,ECE,7.278286393
688,Male,B.Tech,CSE,6.574430532
689,Female,B.Tech,ECE,8.308380345
690,Male,B.Tech,ECE,6.120455518
691,Male,B.Tech,ECE,8.755559519
692,Male,B.Tech,ECE,6.399387983
693,Male,MS,CSE,8.92218728
694,Male,MS,CSE,7.279472273
695,Female,B.Tech,CSE,8.068566397
696,Male,B.Tech,ECE,7.284855379
